sentiment,review
0,"Telefonen skjemmes også av dårlig oversetting til norsk , med eksempler som « stille arbeider » i stedet for « still working » og et brukergrensesnitt som ikke er tilpasset at enkelte norske ord har flere bokstaver enn på engelsk , for eksempel der hverken ordene « anropslogg » eller « Kontakter » får plass i sine respektive faner i ringeappen ."
1,Et valg i innstillinger-menyen heter « Applikasjonens standardmelding » og lar deg velge hvilken meldingsapp som skal være standard .
0,"Vi har også sett flere orddelingsfeil ( « liste visning » , « lyd profiler » ) og annet grums i menyene ."
0,"Da vi hadde lite strøm igjen , fikk vi beskjed om at 12 % mangler ( remaining ) ."
0,« Clear all » er oversatt til « Klarer alle » .
0,Her virker det som om språkfila er oversatt ord for ord .
2,"Når det er sagt , er innstillinger-menyen pent ordnet , med fire faner som deler opp i ulike kategorier slik at det blir lettere å finne frem ."
1,OPPDATERT :
1,Som skrevet i toppen av artikkelen er testen oppdatert i forhold til varme- og ytelsesproblemer .
1,Varmeproblemer
1,Vi ble noe overrasket en times tid etter å ha mottatt telefonen til test .
1,"Da logget vi oss på telefonen som vanlig og hentet ned en haug av apper , etterfulgt av en lunsj i friluft ."
0,"Siden det var vanskelig å se skjermen i sola , prøvde vi derfor å skru opp lysstyrken , men fikk da melding om at dette ikke kunne gjøres på grunn av varme i telefonen ."
0,"Tilsvarende har vi også opplevd flere ganger under testingen , uten at vi har gått inn for å stresse LG G3 noe mer enn vanlig ."
0,"Det ovennevnte har vi også opplevd på det nye testseksemplarer , der vi ikke får satt lysstyrken på fullt med en feilmelding om at enheten er for varm ."
0,Det uten å stresse telefonen spesielt mye .
2,"Vi har imidlertid prøvd å kjøre telefonen hardt – til og med i sollys , uten at vi har klart å fremprovosere meldingen om at telefonen vil slås av ."
1,Vi har derfor fjernet denne delen av artikkelen .
1,Teksten under er derfor korrigert
2,God ytelse
1,LG
2,"G3 er helt på høyde med øvrige toppspesifiserte telefoner og oppfører seg som forventet av en toppmodell nå til dags , med svært kjapp surfing og god score i ytelsestester ."
0,Tilsvarende får vi også lavere score i 3DMark enn hva tilfellet er for f.eks . Xperia Z2 og Galaxy S5 .
2,Meget godt kamera
2,"Er det én ting vi setter mer pris på enn noe annet i LG G3 , så er det den optiske bildestabilisatoren ."
2,Den gjør det lettere å ta skarpe bilder i situasjoner med dårlig lys ved å korrigere for dine ustøheter .
0,"Det hjelper selvsagt ikke om motivet beveger seg , så er det sagt ."
2,Side om side med Galaxy S5 er det fint lite forskjell på bildene vi får i dagslys .
2,"Vi øyner noen flere detaljer i S5-bildene på grunn av en mindre aggressiv støyreduksjon ( og høyere oppløsning , 16Mp vs 13Mp ) ."
2,"I situasjoner med mindre lys , kommer den optiske bildestabilisatoren i LG G3 til sin rett og serverer rett og slett svært gode bilder til et mobilkamera å være ."
2,Bare se her – den optiske bildestabilisatoren gjør at LG G3 kan tillate seg lavere følsomhet og bevarer derfor flere detaljer i innendørsbelysning :
2,"Frontkameraet har også en kjekk « selfie » -funksjon , der du ved å knytte neven aktiverer selvutløseren på tre sekunder slik at du slipper å trykke selv ."
1,"Under ser du noen bilder tatt med LG G3 ( for ordens skyld er bilde nummer to et resultatet av telefonens automatiske HDR-funksjon , som setter sammen flere bilder med ulik eksponering ) :"
1,Og her kan du se et videoklipp .
0,Som du hører har telefonen en støyreduksjonsfunksjon som ikke alltid er like heldig og forårsaker noe knepping i lyden .
1,Lyd
2,I løpet av testuken har vi opplevd lydkvaliteten å være meget god i den interne høyttaleren ( altså den du bruker til samtaler ) .
0,"Lydutgangen serverer imidlertid noe lav lyd – selv bruker jeg en vanlig minijackkabel i bilen og må skru volumet noen knepp høyere med denne enn jeg må med andre telefoner , som da også kan være begrensende om du har tungdrevne hodetelefoner ."
2,"Den eksterne høyttaleren er lokalisert på baksiden og byr på god og klar lyd – ikke på høyde med HTC One M8 , men likefullt over middels god ."
1,Konklusjon
1,LG
2,"G3 er den første telefonen vi har fått inn på testbenken med QHD-oppløsning , og det er selvsagt liten tvil om at dette er en svært skarp og god skjerm ."
2,Kameraet må også trekkes frem som svært godt ; spesielt i svak belysning der den optiske bildestabilisatoren sørger for skarpere håndholdte bilder .
0,"Den norske oversettelsen er imidlertid langt under pari ( også på den nye modellen ) og ser ut til å være oversatt ord for ord , som gir mange ufrivillig morsomme formuleringer ."
0,"Vi trillet opprinnelig en firer på terningen til LG G3 , blant annet fordi vi opplevde varmeproblemer og litt lugging ytelsesmessig ."
1,LG G3 D855 16GB
1,Lene Nystrøm – « Rompa mi » :
2,Herlig selvironisk sangvalg fra Aquas blikkfang !
1,Og det stemmer det hun sier med at hun har gitt en liten Depeche Mode-overhaling på Pop-Norges mest berømte kroppsdel – Bjarne Brøndbo har jo twerket i snart tyve år før romperistingen ble et internasjonalt fenomen i 2014 .
0,Og hun har ikke akkurat gull å jobbe med heller ; « Rompa mi » duger kun på fest og er neppe noe verken Bjarne eller Lene setter seg ned ved pianoet for å spille til ungene sine .
1,Spillanmeldelse :
1,« Metroid :
1,Other M »
1,( VG Nett )
1,Wii-spillet « Metroid :
1,Det er ikke bare bare å se på klassikere med nye øyne .
2,"Noen ganger oppstår magi , som da Johnny Cash lagde sin hjerteskjærende versjon av Nine Inch Nails-låten « Hurt » , eller Chris Cornells fantastiske « Billie Jean » -versjon ."
0,Andre ganger oppstår radbrekking av episke proporsjoner .
0,"Jeg sier bare NEI NEI NEI ! og VÆR SÅ SNILL , STOPP !"
2,"« Metroid » -serien har siden starten på NES i 1986 vært fokusert på utforsking , puzzles og action i skjønn forening ."
1,"Det er en bakgrunnshistorie til stede , men den er mer antydet enn utbrodert ."
2,Dette har bidratt til at serien fremstår mer som en opplevelse enn en fortelling spillerne blir foret med .
0,"Nå har derimot Team Ninja plassert en stinkende historie-dynge på en spade , og i « Metroid :"
0,Other M » tvinger de den inn i gapet til den måpende fanskaren .
0,"De reduserer henne til en rollefigur som blir lammet av redsel når hun møter en av spillets bosser , som er sutrende obsternasig på den ene siden og som ydmykt føyer seg for mannlige rollefigurer på den andre ."
0,Team Ninja har fjernet mystikken fra og respekten for Samus og omskapt henne til en mannssjåvinistisk klisjé .
0,Utrolig provoserende .
0,Og ufattelig irriterende .
2,"For dersom man ser bort ifra Team Ninjas behandling av Samus og den flaue subteksten , er de faktisk inne på noe i den overbyggende historien ."
2,"Særlig mot slutten blir det både spennende , intenst og tøft med flere heftige og minnerike scener ."
1,melbye82 :
2,"Gleder meg stort til dette spillet nå , tror jeg aldri har gledet meg slik til ett spill før ."
1,Diskuter Metroid Other M her !
2,Stort sett har de også et godt grep om det generelle spillkonseptet .
2,"Romstasjonen spillet foregår på er spekket med kule områder , tilfredsstillende jakt på skjulte oppgraderinger , minneverdige fiender og deilig , klassisk « Metroid » -spillbarhet ."
1,"Team Ninja har valgt en kombinasjon av 2D og 3D , og plasserer seg dermed midt mellom « Super Metroid » og « Metroid Prime » ."
2,Og det funker .
2,Et spill som er mer enn godt nok til å finne sin naturlige plass i en av mine absolutte favorittserier noen sinne .
0,Og da er det fryktelig synd at de siste 20 - 30 prosentene er så ødeleggende .
1,PS :
2,"De tre « Metroid Prime » -spillene er samlet i én boks til Wii , og du bør også få med deg SNES-klassikeren « Super Metroid » , som kan lastes ned til Wii ."
1,PPS :
2,Fans av « Metroid » bør definitivt få med seg det geniale « Shadow Complex » til Xbox Live Arcade også .
0,Dustete barne-råskap
0,"Den nyer versjonen av "" Conan the barbarian "" er enkel som en barnefilm , men til gjengjeld rå og sadistisk langt utenfor det romantiske eller spennende ."
1,""" Conan the barbarian "" :"
1,Amerikansk fantasy .
1,2011 .
1,"1time , 53 minutter ."
1,15 år .
1,Regi : Marcus Nispel .
1,Med :
1,"Jason Momoa , Roise McGowan , Stephen Lang , Rachel Nichols ."
2,Det særeste ved vår tids Conan-film er at du blir sittendeog lure på hvorfor du likte den opprinnelige med Arnold Schwarzenegger .
1,Var detbare fordi vhs-en hadde kommet og satt alle sensurens fanger fri ?
2,"Var Arnoldskroppsbygde uskyld så utrolig sjarmerende at han kunne ha spilt hva som helst ? "" Conan "" kom i 1982 og var eksotisk ."
1,Da skulle menn fremdeles være kvisttynneog interessante .
1,Nå er det ikke sånn .
2,Nå løfter sognepresten vekter og ser utsom en sverdfør barbar .
1,Marcus Nispels Conan-film fra 2011 er bare tragisk rå ogvoldelig .
0,"Den har ingen fantasy-sjarm , men slakter i vei som om mennesker varjulemat ."
0,"Stephen Lang spiller Khalar Zym ( som ikke godtas i wordfeud ) , og haner egentlig eldre enn Bjørndalen , så det er pinlig når han banker densteroidiotiske ungdommen Conan ."
1,"Her finnes også ei hellig dame som er jomfru ikkebare nedentil , men også oventil der mimikken skulle holdt til ."
0,Men verst er sadismen som gjør en opplagt barnefilm til noesom voksne vil se beskjemma bort fra .
1,Mad Men ( sesong 2 )
2,TV-underholdning av høyeste kvalitet !
2,"Den første sesongen av tv-serien Mad Men imponerte meg med interessante figurer og intriger , satt i et elegant miljø anno 1962 ."
2,Mad Men sesong 2 er fremdeles tv-underholdning av høyeste kvalitet !
1,"Sesong 2 starter der sesong 1 slapp , og forteller mer om hendelser i og rundt reklamebyrået Sterling Cooper på Madison Avenue i New York ."
2,"I denne sesongen får flere figurer lov til å utvide sine horisonter , og vi oppdager stadig nye og spennende sider ved både sjefer og ansatte i firmaet ."
2,Bedre kjent med figurene
1,"Seriens senter er sjefen for kreativ avdeling , Donald Draper ( Jon Hamm ) , som i sesong 2 kommer på kant med sine sjefer på grunn av håndteringen av en spesiell kunde ."
1,"Samtidig følger vi ham på hjemmebane , der barna kommer mer i fokus , samtidig som vi følger kona Betty Draper ( January Jones ) i drift utenfor huset ."
1,"Dessuten får vi se Peggy Olson ( Elisabeth Moss ) på hjemmebane , og vi blir bedre kjent med Paul Kinsey ( Michael Gladis ) og Harry Crane ( Rich Sommer ) , som var mindre viktige figurer i sesong 1 ."
1,Der ble vi kjent med dem .
1,Nå får vi anledning til å bry oss om dem .
2,"Interessant "" gubbevelde """
0,Det kan fremdeles være vanskelig for noen kvinnelige seere å takle kvinnens underdanige rolle i det mannsdominerte samfunnet som serien skildrer .
0,"En kollega av meg sluttet å se serien , fordi hun ble sur på det hun kaller ” gubbeveldet ” ."
2,Jeg synes nettopp dette gubbeveldet er noe som gir serien ekstra appell .
2,"Ikke fordi jeg ønsker meg tilbake til kvinnerollen anno 1962 , men fordi det er interessant å se motstykket til dagens rødstrømpefeminister , og se den uvante dynamikken mellom menn og kvinner med datidens kvinnesyn ."
2,Best i HD !
2,"Mad Men sesong 2 kommer ut på både Blu-ray og DVD , og HD-versjonen av serien er selvsagt å foretrekke ."
2,"Kulissene , kostymene og fargebruken kommer virkelig til sin rett , filmet som om det skulle være filmet i 1962 ."
2,"Denne anmeldelsen er basert på de fire første episodene av sesong 2 , og jeg må si jeg gleder meg stort til de neste 9 , og så er det bare å vente på sesong 3 ! Mad Men har garantert mer å fortelle"
1,Viltert med Snurre og Daffy
1,Regi : Joe Dante .
1,Med :
1,"Brendan Fraser , Jenna Elfman , Snurre Sprett , Daffy Duck ."
1,Norske stemmer .
1,Am . komedie .
1,7 år .
1,Daffy Duck og Snurre Sprett leder an i en vilter og masete ferd med actionhumor underveis .
0,"Denne elleville affæren er en eneste lang henvisning til gamle og nyere tegnefilmhelter , animasjonsfigurer - og levende filmhelter ."
0,Det har åpenbart vært viktigere å flette inn flest mulig effekter fra tidligere suksesser enn å lage en god historie .
1,Brendan Fraser ( fra « Mumien » -filmene ) og Jenna Elfman er i tillegg til filmens andre skapninger tillagt norske stemmer .
0,"Det er innlysende i forhold til filmens unge publikum , men gjør de to « menneskelige » hovedpersonene enda mer stive og keitete enn de i utgangspunktet er ."
2,"Snurre og Daffy , med animasjonsvenner , har i det minste en formidabel aksjonsradius og en eventyrlig evne til å gjenoppstå etter å ha blitt overkjørt , beskutt , pepret ut i verdensrommet - eller utsatt for andre små uhell ."
2,"Frekke og nesevise er de fremdeles - og ganske underholdende , og samspillet med vanlige dødelige behersker de godt ."
2,"Steve Martin gjør en fornøyelig skurkerolle , og Timothy Dalton greier seg bra som spionhelt - også de med for mine ører uvante norske stemmer ."
1,"Donald Duck & Co , julehefte 2016"
2,Denne samlingen byr på noen historier som ikke har vært trykket i Norge .
1,Plateanmeldelse :
1,John Mayer - « Paradise Valley »
2,Koselig med heis .
1,ALBUM : COUNTRYPOP John Mayer « Paradise Valley » ( Columbia / Sony )
2,"Katy Perrys nye armpryd har aldri vært videre utfordrende , men umulig virkelig å mislike musikalsk ."
0,"Mayers sjette er derimot så snill at de åpenbare inspiratorene Crosby , Stills , Nash & Young høres ut som Satyricon i forhold ."
0,35-åringen tråkker rundt i en tam utgave av amerikanalandskapet fra fjorårets « Born And Raised » .
0,"Låtene tar for seg nære og fjerne ekser ( « Paper Doll » om Taylor Swift , « Dear Marie » om en ungdomsflørt ) og har med nyervervede Perry som fargeløs gjest ."
0,Til og med JJ Cales « Call Me The Breeze » blir grå .
2,Albumets virkelige øyeblikk er Frank Ocean-versjonen av åpningslåten .
0,Men den er til og med kortere enn Oceans Øyakonsert .
1,BESTE LÅT :
1,« Dear Marie »
1,Prince : « 3121 »
1,( Universal )
2,Verdens største lille mann tilhører nå en eksklusiv og problematisk artistklubb .
0,De fleste er enige om at hans storhetstid er over .
1,Den påfølgende nedturen er også et tilbakelagt stadium .
